date,team,opponent,result,attendance,contest,WL,home_score,away_score,game_number,location,auto_generate
08/31/2024,Carroll (WI),Wis.-La Crosse,W 3-2,231.0,5667937,W,3,2,1,,
08/31/2024,Elmhurst,Cornell College,L 0-3,79.0,5667922,L,0,3,1,,
08/31/2024,Ill. Wesleyan,Otterbein,L 0-3,88.0,5667827,L,0,3,1,,
08/31/2024,Ill. Wesleyan,Baldwin Wallace,L 2-3,79.0,5667952,L,2,3,1,,
08/31/2024,Millikin,Wis.-Oshkosh,L 1-3,55.0,5668007,L,1,3,1,,
08/31/2024,Millikin,Gustavus Adolphus,W 3-1,75.0,5668082,W,3,1,1,,
08/31/2024,North Park,Buffalo St.,W 3-0,100.0,5667605,W,3,0,1,,
08/31/2024,North Park,Rowan,W 3-0,50.0,5667824,W,3,0,1,,
08/31/2024,Wheaton (IL),Capital,W 3-0,50.0,5667723,W,3,0,1,,
08/31/2024,Wheaton (IL),DePauw,W 3-0,188.0,5667892,W,3,0,1,,
08/31/2024,Asbury,Earlham,W 3-1,287.0,5667710,W,3,1,1,,
08/31/2024,Belhaven,Lyon,L 0-3,111.0,5667997,L,0,3,1,,
08/31/2024,Belhaven,Principia,W 3-0,50.0,5668058,W,3,0,1,,
08/31/2024,Covenant,Pfeiffer,W 3-0,56.0,5682693,W,3,0,1,,
08/31/2024,Covenant,Oglethorpe,W 3-1,97.0,5668029,W,3,1,1,,
08/31/2024,Huntingdon,Emory,L 0-3,254.0,5667811,L,0,3,1,,
08/31/2024,Huntingdon,Greensboro,L 1-3,54.0,5667893,L,1,3,1,,
08/31/2024,Maryville (TN),Concordia Chicago,W 3-1,150.0,5667858,W,3,1,1,,
08/31/2024,Maryville (TN),Wis. Lutheran,L 1-3,145.0,5668057,L,1,3,1,,
08/31/2024,Piedmont,Greensboro,L 1-3,79.0,5667677,L,1,3,1,,
08/31/2024,Piedmont,Emory,L 0-3,103.0,5668040,L,0,3,1,,
08/31/2024,Curry,Salem St.,L 0-3,88.0,5667591,L,0,3,1,,
08/31/2024,Curry,Albertus Magnus,L 0-3,140.0,5667695,L,0,3,1,,
08/31/2024,Endicott,Ursinus,W 3-1,0.0,5667675,W,3,1,1,,
08/31/2024,Endicott,Regis (MA),W 3-2,50.0,5667806,W,3,2,1,,
08/31/2024,Gordon,MIT,L 0-3,55.0,5668054,L,0,3,1,,
08/31/2024,Hartford,Anna Maria,W 3-0,84.0,5667589,W,3,0,1,,
08/31/2024,Nichols,WPI,L 1-3,200.0,5667768,L,1,3,1,,
08/31/2024,Roger Williams,WestConn,W 3-0,45.0,5667775,W,3,0,1,,
08/31/2024,Roger Williams,New England Col.,W 3-1,45.0,5667920,W,3,1,1,,
08/31/2024,Suffolk,New England Col.,W 3-0,64.0,5667779,W,3,0,1,,
08/31/2024,Suffolk,WestConn,W 3-1,65.0,5667926,W,3,1,1,,
08/31/2024,U New England,Maine Maritime,W 3-2,79.0,5667636,W,3,2,1,,
08/31/2024,U New England,Southern Me.,W 3-0,70.0,5667928,W,3,0,1,,
08/31/2024,Wentworth,Worcester St.,W 3-1,87.0,5667704,W,3,1,1,,
08/31/2024,Wentworth,JWU (Providence),W 3-0,104.0,5667983,W,3,0,1,,
08/31/2024,Western New Eng.,Mt. St. Mary (NY),W 3-0,78.0,5667736,W,3,0,1,,
08/31/2024,Western New Eng.,SUNY Oneonta,W 3-1,200.0,5667844,W,3,1,1,,
08/31/2024,Hunter,Sarah Lawrence,W 3-1,105.0,5667841,W,3,1,1,,
08/31/2024,Hunter,Elms,W 3-0,40.0,5667988,W,3,0,1,,
08/31/2024,Dickinson,Wis.-Eau Claire,L 0-3,65.0,5667864,L,0,3,1,,
08/31/2024,Dickinson,Eastern,L 0-3,141.0,5667991,L,0,3,1,,
08/31/2024,Franklin & Marshall,Eastern,L 2-3,48.0,5667865,L,2,3,1,,
08/31/2024,Franklin & Marshall,Messiah,W 3-0,83.0,5667995,W,3,0,1,,
08/31/2024,Gettysburg,Wis.-Eau Claire,W 3-2,85.0,5667684,W,3,2,1,,
08/31/2024,Gettysburg,Susquehanna,W 3-0,70.0,5667965,W,3,0,1,,
08/31/2024,Haverford,Stockton,L 2-3,73.0,5667691,L,2,3,1,,
08/31/2024,Haverford,Wheaton (MA),W 3-2,37.0,5667891,W,3,2,1,,
08/31/2024,Johns Hopkins,Juniata,L 1-3,45.0,5668010,L,1,3,1,,
08/31/2024,Muhlenberg,Occidental,L 1-3,45.0,5667641,L,1,3,1,,
08/31/2024,Muhlenberg,Chapman,L 0-3,57.0,5667990,L,0,3,1,,
08/31/2024,Swarthmore,Catholic,W 3-0,62.0,5667661,W,3,0,1,,
08/31/2024,Ursinus,Salve Regina,W 3-0,50.0,5667807,W,3,0,1,,
08/31/2024,Washington Col.,Lancaster Bible,L 0-3,73.0,5667652,L,0,3,1,,
08/31/2024,Alfred,SUNY Morrisville,W 3-2,125.0,5667685,W,3,2,1,,
08/31/2024,Alfred,St. Lawrence,W 3-1,110.0,5667877,W,3,1,1,,
08/31/2024,Elmira,Smith,L 0-3,187.0,5667834,L,0,3,1,,
08/31/2024,Keuka,Thiel,L 1-3,125.0,5667706,L,1,3,1,,
08/31/2024,Nazareth,Simmons,W 3-1,55.0,5667639,W,3,1,1,,
08/31/2024,Nazareth,Manhattanville,L 0-3,72.0,5667817,L,0,3,1,,
08/31/2024,Russell Sage,SUNY Poly,W 3-0,40.0,5667738,W,3,0,1,,
08/31/2024,Russell Sage,SUNY Cobleskill,W 3-1,100.0,5667876,W,3,1,1,,
08/31/2024,SUNY Brockport,Stevenson,L 1-3,100.0,5667781,L,1,3,1,,
08/31/2024,SUNY Brockport,Rutgers-Camden,W 3-0,75.0,5667929,W,3,0,1,,
08/31/2024,SUNY Geneseo,Oswego St.,L 0-3,90.0,5668009,L,0,3,1,,
08/31/2024,SUNY Geneseo,William Smith,L 0-3,140.0,5668070,L,0,3,1,,
08/31/2024,SUNY Poly,SUNY Cobleskill,L 1-3,53.0,5667982,L,1,3,1,,
08/31/2024,St. John Fisher,McMurry,L 0-3,78.0,5667729,L,0,3,1,,
08/31/2024,St. John Fisher,Dallas,W 3-0,133.0,5667700,W,3,0,1,,
08/31/2024,Utica,SUNY Oneonta,L 2-3,350.0,5667694,L,2,3,1,,
08/31/2024,Utica,Mt. St. Mary (NY),W 3-0,81.0,5667878,W,3,0,1,,
08/31/2024,Albertus Magnus,Salem St.,W 3-2,106.0,5667974,W,3,2,1,,
08/31/2024,Colby-Sawyer,Husson,W 3-0,0.0,5667859,W,3,0,1,,
08/31/2024,Colby-Sawyer,Babson,L 0-3,125.0,5668039,L,0,3,1,,
08/31/2024,Elms,Sarah Lawrence,L 1-3,67.0,5667588,L,1,3,1,,
08/31/2024,JWU (Providence),Worcester St.,L 2-3,87.0,5667888,L,2,3,1,,
08/31/2024,Lasell,MIT,L 0-3,34.0,5667992,L,0,3,1,,
08/31/2024,Mitchell,SUNY Maritime,W 3-0,81.0,5667686,W,3,0,1,,
08/31/2024,Mitchell,SUNY Delhi,L 1-3,81.0,5667886,L,1,3,1,,
08/31/2024,Norwich,VTSU-Johnson,L 2-3,50.0,5667855,L,2,3,1,,
08/31/2024,Norwich,VTSU Lyndon,W 3-0,50.0,5667994,W,3,0,1,,
08/31/2024,Regis (MA),Brandeis,L 2-3,50.0,5667916,L,2,3,1,,
08/31/2024,Rivier,Ithaca,L 0-3,60.0,5667669,L,0,3,1,,
08/31/2024,Rivier,Keene St.,L 2-3,65.0,5668001,L,2,3,1,,
08/31/2024,Saint Joseph (CT),Mount Holyoke,L 0-3,35.0,5667766,L,0,3,1,,
08/31/2024,Saint Joseph (CT),Eastern Conn. St.,L 0-3,43.0,5668027,L,0,3,1,,
08/31/2024,St. Joseph's (ME),Southern Me.,W 3-0,40.0,5667780,W,3,0,1,,
08/31/2024,St. Joseph's (ME),Maine Maritime,L 2-3,50.0,5682680,L,2,3,1,,
08/31/2024,Anderson (IN),St. Mary's (IN),W 3-0,50.0,5667946,W,3,0,1,,
08/31/2024,Berea,Baldwin Wallace,L 0-3,49.0,5667670,L,0,3,1,,
08/31/2024,Berea,Wittenberg,L 0-3,75.0,5667975,L,0,3,1,,
08/31/2024,Bluffton,Wash. & Jeff.,W 3-1,220.0,5667662,W,3,1,1,,
08/31/2024,Bluffton,Waynesburg,W 3-0,96.0,5667950,W,3,0,1,,
08/31/2024,Earlham,Trine,L 0-3,216.0,5667976,L,0,3,1,,
08/31/2024,Hanover,Brevard,W 3-0,70.0,5667996,W,3,0,1,,
08/31/2024,Manchester,Grove City,W 3-2,120.0,5667604,W,3,2,1,,
08/31/2024,Manchester,Allegheny,L 0-3,220.0,5667800,L,0,3,1,,
08/31/2024,Mt. St. Joseph,Wittenberg,L 2-3,273.0,5667813,L,2,3,1,,
08/31/2024,Rose-Hulman,Saint Mary's (MN),L 1-3,46.0,5667785,L,1,3,1,,
08/31/2024,Transylvania,Wis.-Oshkosh,L 1-3,55.0,5667931,L,1,3,1,,
08/31/2024,Transylvania,Colorado Col.,L 2-3,110.0,5668045,L,2,3,1,,
08/31/2024,Drew,UMass Boston,L 1-3,57.0,5667980,L,1,3,1,,
08/31/2024,Drew,NYU,L 0-3,58.0,5668062,L,0,3,1,,
08/31/2024,Elizabethtown,Arcadia,W 3-2,150.0,5667693,W,3,2,1,,
08/31/2024,Elizabethtown,East. Mennonite,W 3-1,55.0,5667866,W,3,1,1,,
08/31/2024,Goucher,Rutgers-Newark,L 0-3,42.0,5667862,L,0,3,1,,
08/31/2024,Goucher,Keystone,L 0-3,63.0,5667971,L,0,3,1,,
08/31/2024,Juniata,Wm. Paterson,W 3-0,39.0,5667735,W,3,0,1,,
08/31/2024,Moravian,Alvernia,W 3-0,93.0,5667757,W,3,0,1,,
08/31/2024,Scranton,Coast Guard,W 3-0,146.0,5667702,W,3,0,1,,
08/31/2024,Scranton,SUNY New Paltz,W 3-1,96.0,5668086,W,3,1,1,,
08/31/2024,Susquehanna,Southern Va.,W 3-2,178.0,5667721,W,3,2,1,,
08/31/2024,Bard,Husson,L 2-3,55.0,5667714,L,2,3,1,,
08/31/2024,Bard,Me.-Presque Isle,W 3-0,0.0,5667894,W,3,0,1,,
08/31/2024,Clarkson,Whitworth,L 0-3,100.0,5668038,L,0,3,1,,
08/31/2024,Ithaca,Stevens,L 2-3,150.0,5667826,L,2,3,1,,
08/31/2024,RIT,Westminster (PA),L 1-3,70.0,5667791,L,1,3,1,,
08/31/2024,Skidmore,La Verne,L 0-3,253.0,5667981,L,0,3,1,,
08/31/2024,Skidmore,Whittier,L 0-3,177.0,5668006,L,0,3,1,,
08/31/2024,St. Lawrence,SUNY Morrisville,L 1-3,75.0,5667966,L,1,3,1,,
08/31/2024,Union (NY),Cal Lutheran,L 0-3,125.0,5667873,L,0,3,1,,
08/31/2024,Vassar,UMass Dartmouth,L 0-3,38.0,5667875,L,0,3,1,,
08/31/2024,Vassar,FDU-Florham,W 3-0,43.0,5667998,W,3,0,1,,
08/31/2024,William Smith,Clark (MA),W 3-0,102.0,5667835,W,3,0,1,,
08/31/2024,Eastern Conn. St.,Mount Holyoke,L 0-3,21.0,5667955,L,0,3,1,,
08/31/2024,Keene St.,Westfield St.,W 3-0,65.0,5667825,W,3,0,1,,
08/31/2024,Rhode Island Col.,Fitchburg St.,W 3-1,120.0,5667764,W,3,1,1,,
08/31/2024,UMass Boston,St. Joseph's (L.I.),W 3-0,40.0,5667653,W,3,0,1,,
08/31/2024,UMass Dartmouth,Montclair St.,W 3-0,57.0,5667683,W,3,0,1,,
08/31/2024,VTSU Castleton,VTSU Lyndon,W 3-0,50.0,5667730,W,3,0,1,,
08/31/2024,Alvernia,Lancaster Bible,L 0-3,63.0,5667924,L,0,3,1,,
08/31/2024,Hood,Notre Dame (MD),L 0-3,103.0,5667634,L,0,3,1,,
08/31/2024,Hood,Penn St. Harrisburg,L 1-3,103.0,5667919,L,1,3,1,,
08/31/2024,Messiah,Bridgewater (VA),W 3-0,77.0,5667722,W,3,0,1,,
08/31/2024,Stevenson,DeSales,W 3-1,150.0,5668025,W,3,1,1,,
08/31/2024,Widener,Buffalo St.,W 3-2,100.0,5667752,W,3,2,1,,
08/31/2024,Widener,Ohio Wesleyan,L 0-3,60.0,5668014,L,0,3,1,,
08/31/2024,York (PA),Southern Va.,W 3-1,57.0,5682645,W,3,1,1,,
08/31/2024,York (PA),Gallaudet,L 0-3,67.0,5697461,L,0,3,1,,
08/31/2024,Arcadia,East. Mennonite,W 3-0,125.0,5667973,W,3,0,1,,
08/31/2024,DeSales,Rutgers-Camden,W 3-2,150.0,5667624,W,3,2,1,,
08/31/2024,Delaware Valley,Cedar Crest,L 2-3,145.0,5667884,L,2,3,1,,
08/31/2024,FDU-Florham,Montclair St.,L 0-3,150.0,5668044,L,0,3,1,,
08/31/2024,Lebanon Valley,Wheaton (MA),W 3-1,70.0,5667726,W,3,1,1,,
08/31/2024,Lebanon Valley,Stockton,W 3-2,78.0,5667896,W,3,2,1,,
08/31/2024,Misericordia,SUNY New Paltz,W 3-0,93.0,5667897,W,3,0,1,,
08/31/2024,Misericordia,Coast Guard,W 3-2,83.0,5668037,W,3,2,1,,
08/31/2024,Stevens,Springfield,W 3-2,350.0,5667969,W,3,2,1,,
08/31/2024,MCLA,Cal Lutheran,L 0-3,50.0,5668100,L,0,3,1,,
08/31/2024,Westfield St.,Springfield,L 0-3,200.0,5667621,L,0,3,1,,
08/31/2024,Augsburg,Wis.-Whitewater,L 1-3,187.0,5667765,L,1,3,1,,
08/31/2024,Augsburg,Lake Forest,W 3-0,50.0,5667956,W,3,0,1,,
08/31/2024,Bethel (MN),Westminster (MO),W 3-0,100.0,5667940,W,3,0,1,,
08/31/2024,Bethel (MN),Wis.-Platteville,L 0-3,125.0,5667656,L,0,3,1,,
08/31/2024,Carleton,Alma,W 3-2,40.0,5667609,W,3,2,1,,
08/31/2024,Carleton,UChicago,L 2-3,50.0,5667812,L,2,3,1,,
08/31/2024,Concordia-M'head,Fontbonne,L 0-3,100.0,5667655,L,0,3,1,,
08/31/2024,Gustavus Adolphus,Colorado Col.,W 3-0,105.0,5667759,W,3,0,1,,
08/31/2024,Hamline,St. Norbert,L 1-3,80.0,5667689,L,1,3,1,,
08/31/2024,Saint Benedict,Cortland,W 3-2,100.0,5667797,W,3,2,1,,
08/31/2024,Saint Benedict,Trinity (TX),L 1-3,214.0,5668081,L,1,3,1,,
08/31/2024,St. Catherine,Concordia Wisconsin,W 3-2,142.0,5667842,W,3,2,1,,
08/31/2024,St. Olaf,UChicago,L 1-3,40.0,5667986,L,1,3,1,,
08/31/2024,St. Scholastica,Grinnell,L 1-3,121.0,5667623,L,1,3,1,,
08/31/2024,Cornell College,Aurora,L 2-3,147.0,5667767,L,2,3,1,,
08/31/2024,Grinnell,Bethany Lutheran,W 3-0,74.0,5667912,W,3,0,1,,
08/31/2024,Illinois Col.,Blackburn,W 3-0,215.0,5667626,W,3,0,1,,
08/31/2024,Knox,Lake Forest,L 1-3,50.0,5667808,L,1,3,1,,
08/31/2024,Knox,Wis.-Whitewater,L 0-3,105.0,5667913,L,0,3,1,,
08/31/2024,Lawrence,Alma,L 0-3,145.0,5667818,L,0,3,1,,
08/31/2024,Monmouth (IL),Heidelberg,L 0-3,110.0,5667667,L,0,3,1,,
08/31/2024,Ripon,Marian (WI),W 3-2,0.0,5667753,W,3,2,1,,
08/31/2024,Ripon,IIT,L 0-3,124.0,5667900,L,0,3,1,,
08/31/2024,Albion,Carnegie Mellon,W 3-2,29.0,5667637,W,3,2,1,,
08/31/2024,Albion,Rochester (NY),L 2-3,57.0,5667776,L,2,3,1,,
08/31/2024,Calvin,Marietta,L 1-3,137.0,5667777,L,1,3,1,,
08/31/2024,Calvin,Mount Union,W 3-1,220.0,5667903,W,3,1,1,,
08/31/2024,Hope,WashU,W 3-2,52.0,5667740,W,3,2,1,,
08/31/2024,Kalamazoo,Waynesburg,W 3-0,254.0,5667668,W,3,0,1,,
08/31/2024,Olivet,Wash. & Jeff.,W 3-1,323.0,5667947,W,3,1,1,,
08/31/2024,St. Mary's (IN),Kenyon,W 3-0,59.0,5667664,W,3,0,1,,
08/31/2024,Trine,Wooster,W 3-1,70.0,5667881,W,3,1,1,,
08/31/2024,Aurora,Wis.-Stevens Point,L 0-3,68.0,5668076,L,0,3,1,,
08/31/2024,Benedictine (IL),Concordia (TX),W 3-0,50.0,5667771,W,3,0,1,,
08/31/2024,Concordia Chicago,Randolph-Macon,L 0-3,95.0,5667734,L,0,3,1,,
08/31/2024,Concordia Wisconsin,Minn.-Morris,W 3-1,105.0,5667615,W,3,1,1,,
08/31/2024,Dominican (IL),Blackburn,W 3-2,231.0,5667789,W,3,2,1,,
08/31/2024,Lakeland,McMurry,L 0-3,109.0,5667936,L,0,3,1,,
08/31/2024,Lakeland,Dallas,W 3-1,177.0,5667978,W,3,1,1,,
08/31/2024,MSOE,Concordia (TX),L 0-3,111.0,5667939,L,0,3,1,,
08/31/2024,Wis. Lutheran,Brevard,W 3-0,70.0,5668083,W,3,0,1,,
08/31/2024,DePauw,Spalding,W 3-0,123.0,5667709,W,3,0,1,,
08/31/2024,Denison,Mount Union,L 2-3,201.0,5667618,L,2,3,1,,
08/31/2024,Denison,Rochester (NY),W 3-1,35.0,5667921,W,3,1,1,,
08/31/2024,Hiram,Ohio Northern,L 0-3,113.0,5667602,L,0,3,1,,
08/31/2024,Hiram,Muskingum,L 2-3,113.0,5667799,L,2,3,1,,
08/31/2024,Kenyon,John Carroll,L 0-3,73.0,5667949,L,0,3,1,,
08/31/2024,Oberlin,Muskingum,L 2-3,53.0,5667663,L,2,3,1,,
08/31/2024,Ohio Wesleyan,Rowan,W 3-2,50.0,5668063,W,3,2,1,,
08/31/2024,Wooster,Northland,W 3-0,60.0,5667657,W,3,0,1,,
08/31/2024,Babson,Me.-Presque Isle,W 3-0,0.0,5667697,W,3,0,1,,
08/31/2024,Clark (MA),Oswego St.,L 2-3,0.0,5667679,L,2,3,1,,
08/31/2024,Emerson,Manhattanville,W 3-1,88.0,5667815,W,3,1,1,,
08/31/2024,Salve Regina,Brandeis,L 0-3,50.0,5667627,L,0,3,1,,
08/31/2024,Smith,SUNY Canton,W 3-0,25.0,5667540,W,3,0,1,,
08/31/2024,Kean,Va. Wesleyan,L 0-3,75.0,5667918,L,0,3,1,,
08/31/2024,Rutgers-Newark,Keystone,L 0-3,50.0,5667681,L,0,3,1,,
08/31/2024,Lewis & Clark,Schreiner,L 2-3,150.0,5667727,L,2,3,1,,
08/31/2024,Pacific Lutheran,Redlands,W 3-1,100.0,5667674,W,3,1,1,,
08/31/2024,Pacific Lutheran,Whitman,L 1-3,120.0,5667915,L,1,3,1,,
08/31/2024,SUNY Delhi,SUNY Maritime,W 3-0,81.0,5667968,W,3,0,1,,
08/31/2024,Capital,Spalding,W 3-0,43.0,5667895,W,3,0,1,,
08/31/2024,Heidelberg,Chatham,W 3-0,119.0,5667601,W,3,0,1,,
08/31/2024,Heidelberg,Grove City,L 2-3,453.0,5667798,L,2,3,1,,
08/31/2024,John Carroll,Greenville,L 2-3,97.0,5667741,L,2,3,1,,
08/31/2024,Ohio Northern,Chatham,W 3-0,120.0,5667801,W,3,0,1,,
08/31/2024,Wilmington (OH),Pfeiffer,L 2-3,68.0,5667638,L,2,3,1,,
08/31/2024,Wilmington (OH),Oglethorpe,L 1-3,78.0,5667773,L,1,3,1,,
08/31/2024,Averett,Methodist,L 1-3,150.0,5668017,L,1,3,1,,
08/31/2024,Bridgewater (VA),Gallaudet,W 3-1,109.0,5682654,W,3,1,1,,
08/31/2024,Guilford,Meredith,L 1-3,32.0,5667642,L,1,3,1,,
08/31/2024,Guilford,Salem (NC),W 3-1,33.0,5667783,W,3,1,1,,
08/31/2024,Hollins,Saint Vincent,L 0-3,117.0,5667770,L,0,3,1,,
08/31/2024,Hollins,Bethany (WV),L 0-3,105.0,5667938,L,0,3,1,,
08/31/2024,Lynchburg,Methodist,L 0-3,100.0,5667932,L,0,3,1,,
08/31/2024,Randolph,St. Mary's (MD),W 3-1,100.0,5667887,W,3,1,1,,
08/31/2024,Roanoke,Meredith,L 2-3,36.0,5667782,L,2,3,1,,
08/31/2024,Roanoke,Salem (NC),L 1-3,46.0,5668032,L,1,3,1,,
08/31/2024,Shenandoah,Austin,L 0-3,178.0,5668030,L,0,3,1,,
08/31/2024,Wash. & Lee,Sewanee,W 3-1,75.0,5667823,W,3,1,1,,
08/31/2024,Bethany (WV),Franciscan,L 1-3,53.0,5667647,L,1,3,1,,
08/31/2024,Franciscan,Saint Vincent,W 3-2,207.0,5667917,W,3,2,1,,
08/31/2024,Geneva,William Peace,L 2-3,67.0,5667673,L,2,3,1,,
08/31/2024,Centre,Pomona-Pitzer,W 3-1,117.0,5667616,W,3,1,1,,
08/31/2024,Centre,Claremont-M-S,W 3-1,75.0,5667628,W,3,1,1,,
08/31/2024,Millsaps,Centenary (LA),W 3-0,120.0,5667608,W,3,0,1,,
08/31/2024,Rhodes,Lyon,W 3-1,100.0,5667708,W,3,1,1,,
08/31/2024,Austin,Wis.-Superior,L 2-3,154.0,5667633,L,2,3,1,,
08/31/2024,Schreiner,St. Thomas (TX),W 3-1,150.0,5667850,W,3,1,1,,
08/31/2024,Southwestern (TX),Wis.-Stevens Point,W 3-0,113.0,5667923,W,3,0,1,,
08/31/2024,Claremont-M-S,UW-River Falls,W 3-0,75.0,5667847,W,3,0,1,,
08/31/2024,Pomona-Pitzer,UW-River Falls,L 2-3,146.0,5668005,L,2,3,1,,
08/31/2024,Greenville,CWRU,L 0-3,11.0,5667603,L,0,3,1,,
08/31/2024,Westminster (MO),Wis.-Platteville,L 0-3,125.0,5667592,L,0,3,1,,
08/31/2024,Plattsburgh St.,SUNY Potsdam,L 1-3,150.0,5667754,L,1,3,1,,
08/31/2024,St. Joseph's (L.I.),NYU,L 0-3,50.0,5667820,L,0,3,1,,
08/31/2024,WashU,Northwestern-St. Paul,L 0-3,236.0,5667853,L,0,3,1,,
08/31/2024,Crown (MN),North Central (MN),L 0-3,150.0,5667910,L,0,3,1,,
08/31/2024,Notre Dame (MD),Penn St. Harrisburg,L 1-3,96.0,5667784,L,1,3,1,,
08/31/2024,Penn St.-Abington,Valley Forge,W 3-0,75.0,5667869,W,3,0,1,,
09/01/2024,North Park,Widener,W 3-0,100.0,5668105,W,3,0,1,,
09/01/2024,North Park,Ohio Wesleyan,W 3-2,100.0,5668118,W,3,2,1,,
09/01/2024,Norwich,VTSU Castleton,L 0-3,50.0,5668114,L,0,3,1,,
09/01/2024,VTSU Castleton,VTSU-Johnson,W 3-2,50.0,5668158,W,3,2,1,,
09/01/2024,VTSU Lyndon,VTSU-Johnson,L 0-3,50.0,5668138,L,0,3,1,,
09/02/2024,Pitt.-Greensburg,Wilson,W 3-0,175.0,5668170,W,3,0,1,,
09/02/2024,Anna Maria,Bridgewater St.,L 0-3,200.0,5668165,L,0,3,1,,
09/02/2024,New Jersey City,Sarah Lawrence,L 1-3,74.0,5668172,L,1,3,1,,
09/03/2024,Hilbert,Houghton,L 1-3,190.0,5668212,L,1,3,1,,
09/03/2024,Penn St.-Altoona,Wilson,W 3-0,150.0,5668213,W,3,0,1,,
09/03/2024,Buena Vista,Grinnell,L 0-3,170.0,5668197,L,0,3,1,,
09/03/2024,Mary Washington,East. Mennonite,L 1-3,128.0,5668199,L,1,3,1,,
09/03/2024,Hartford,Wesleyan (CT),L 0-3,135.0,5668176,L,0,3,1,,
09/03/2024,Nichols,Elms,W 3-0,146.0,5668201,W,3,0,1,,
09/03/2024,Brooklyn,SUNY Maritime,W 3-0,234.0,5668205,W,3,0,1,,
09/03/2024,Franklin & Marshall,York (PA),W 3-0,86.0,5682712,W,3,0,1,,
09/03/2024,McDaniel,Hood,W 3-0,134.0,5668220,W,3,0,1,,
09/03/2024,Russell Sage,SUNY Cobleskill,W 3-0,137.0,5668187,W,3,0,1,,
09/03/2024,Albertus Magnus,Yeshiva,W 3-0,35.0,5668173,W,3,0,1,,
09/03/2024,Regis (MA),Worcester St.,W 3-2,175.0,5668203,W,3,2,1,,
09/03/2024,St. Joseph's (ME),Colby,L 0-3,254.0,5668223,L,0,3,1,,
09/03/2024,Goucher,Notre Dame (MD),L 0-3,116.0,5668204,L,0,3,1,,
09/03/2024,Bard,Saint Elizabeth,L 1-3,100.0,5668202,L,1,3,1,,
09/03/2024,Keene St.,Fitchburg St.,W 3-0,86.0,5668217,W,3,0,1,,
09/03/2024,WestConn,Mt. St. Mary (NY),W 3-0,210.0,5668210,W,3,0,1,,
09/03/2024,Albright,Rutgers-Newark,W 3-1,250.0,5668219,W,3,1,1,,
09/03/2024,Alvernia,Penn St. Harrisburg,W 3-2,103.0,5668209,W,3,2,1,,
09/03/2024,Delaware Valley,Lancaster Bible,L 0-3,222.0,5668221,L,0,3,1,,
09/03/2024,King's (PA),Valley Forge,W 3-0,50.0,5668185,W,3,0,1,,
09/03/2024,Westfield St.,Coast Guard,L 0-3,75.0,5668188,L,0,3,1,,
09/03/2024,Illinois Col.,Westminster (MO),L 1-3,100.0,5668208,L,1,3,1,,
09/03/2024,Edgewood,Wis.-Platteville,L 0-3,287.0,5668215,L,0,3,1,,
09/03/2024,Connecticut Col.,Salve Regina,W 3-0,106.0,5668192,W,3,0,1,,
09/03/2024,Tufts,WPI,W 3-0,250.0,5668214,W,3,0,1,,
09/03/2024,Kean,NYU,L 1-3,145.0,5668218,L,1,3,1,,
09/03/2024,Lynchburg,Southern Va.,W 3-1,250.0,5682669,W,3,1,1,,
09/03/2024,Mary Baldwin,St. Mary's (MD),L 0-3,130.0,5668193,L,0,3,1,,
09/04/2024,Dubuque,Cornell College,L 1-3,375.0,5668288,L,1,3,1,,
09/04/2024,Loras,Carroll (WI),W 3-1,155.0,5668227,W,3,1,1,,
09/04/2024,Loras,Knox,W 3-0,200.0,5668265,W,3,0,1,,
09/04/2024,Gwynedd Mercy,Penn St.-Abington,L 0-3,118.0,5668276,L,0,3,1,,
09/04/2024,Marywood,Cairn,L 0-3,99.0,5668274,L,0,3,1,,
09/04/2024,Neumann,Ursinus,L 0-3,89.0,5668281,L,0,3,1,,
09/04/2024,Carroll (WI),Knox,W 3-0,150.0,5668225,W,3,0,1,,
09/04/2024,Carthage,UChicago,L 0-3,345.0,5668263,L,0,3,1,,
09/04/2024,Gordon,New England Col.,W 3-1,129.0,5668253,W,3,1,1,,
09/04/2024,Hartford,Amherst,L 0-3,92.0,5668245,L,0,3,1,,
09/04/2024,Roger Williams,JWU (Providence),W 3-1,147.0,5668286,W,3,1,1,,
09/04/2024,Suffolk,Dean,W 3-1,290.0,5668273,W,3,1,1,,
09/04/2024,Western New Eng.,Anna Maria,W 3-0,230.0,5668247,W,3,0,1,,
09/04/2024,Brooklyn,Merchant Marine,L 0-3,50.0,5668272,L,0,3,1,,
09/04/2024,Bryn Mawr,Arcadia,L 0-3,150.0,5668275,L,0,3,1,,
09/04/2024,Gettysburg,Stevenson,W 3-1,101.0,5668264,W,3,1,1,,
09/04/2024,Washington Col.,Catholic,W 3-2,68.0,5668280,W,3,2,1,,
09/04/2024,SUNY Poly,Oswego St.,L 0-3,88.0,5668250,L,0,3,1,,
09/04/2024,Colby-Sawyer,VTSU-Johnson,W 3-0,55.0,5668249,W,3,0,1,,
09/04/2024,Saint Joseph (CT),Trinity (CT),L 0-3,200.0,5668235,L,0,3,1,,
09/04/2024,Simmons,Brandeis,L 1-3,46.0,5681205,L,1,3,1,,
09/04/2024,Berea,Spalding,W 3-2,75.0,5668279,W,3,2,1,,
09/04/2024,Bluffton,Kenyon,W 3-2,112.0,5668267,W,3,2,1,,
09/04/2024,Earlham,Capital,W 3-1,112.0,5668262,W,3,1,1,,
